"Create new shipment for order","Créer une livraison pour la commande"
"Create...","Créer..."
"Created At","Créé le"
"Created billing agreement #%s.","Entente de facturation n°%s créée."
"Created:","Créé :"
"Credit Memo","Avoir"
"Credit Memo #","Avoir n°"
"Credit Memo #%1$s | %3$s | %2$s (%4$s)","Avoir n° %1$s | %3$s | %2$s (%4$s)"
"Credit Memo Comment Email Sender","Expéditeur du mail de commentaire d'avoir"
"Credit Memo Comment Email Template","Gabarit de mail de commentaire d'avoir pour un invité"
"Credit Memo Comment Email Template for Guest","Gabarit de mail de commentaire d'avoir pour un invité"
"Credit Memo Comments","Commentaires d'avoir"
"Credit Memo Email Sender","Expéditeur du mail d'avoir"
"Credit Memo Email Template","Gabarit de mail d'avoir"
"Credit Memo Email Template for Guest","Gabarit de mail d'avoir pour un invité"
"Credit Memo Update","Mise à jour de l'avoir"
"Credit Memo Update for Guest","Mise à jour de l'avoir pour un invité"
"Credit Memos","Avoirs"
"Credit memo has been created automatically","L'avoir a été créé automatiquement"
"Creditmemo","Avoir"
"Custom Options","Options personnalisables"
"Custom Price","Prix personnalisé"
"Custom Value","Valeur personnalisée"
"Customer","Client"
"Customer Can Define Start Date","Le client peut définir la date de début"
"Customer Email","Email du client"
"Customer Group","Groupe de clients"
"Customer Last Name","Nom de famille du client"
"Customer My Account Order Creditmemo View","Client - Mon compte - Commande - Avoir"
"Customer My Account Order History","Client - Mon compte - Commande - Historique"
"Customer My Account Order Invoice View","Client - Mon compte - Commande - Facture - Vue"
"Customer My Account Order Shipment View","Client - Mon compte - Commande - Expédition - Vue"
"Customer My Account Order View","Client - Mon compte - Commande - Expédition"
"Customer Name","Nom du client"
"Customer\'s Current Activities","Activités en cours du client"
"Date","Date"
"Date Shipped","Date d'expédition"
"Default logo, will be used in PDF and HTML documents.<br />(jpeg, tiff, png)","Logo par défaut, utilisé dans les documents PDF et HTML.<br />(jpeg, tiff, png)"
"Delete","Supprimer"
"Denied the payment online.","Refuser le paiement en ligne."
"Deny Payment","Refuser de paiement"
"Description Message","Message de description"
"Discount","Remise"
"Discount (%s)","Remise (%s)"
"Discount Amount","Remise"
"Display Order ID in Header","Afficher l'identifiant de commande dans l'en-tête"
"Edit","Éditer"
"Edit Gift Messsage","Éditer le message cadeau"
"Edit Order","Éditer la commande"
"Edit Order #%s","Modifier la commande n°%s"
"Email","Email"
"Email Copy of Credit Memo","Envoyer une copie de l'avoir par mail"
"Email Copy of Invoice","Envoyer une copie de la facture par mail"
"Email Copy of Shipment","Envoyer une copie de la livraison par mail"
"Email Order Confirmation","Envoyer la confirmation de commande par mail"
"Enable","Activer"
"Enabled","Activé"
"Error to Show in Shopping Cart","Erreur lors de l'affichage dans le panier"
"Excel","Excel"
"Excl. Tax","HT"
"Expired","Expiré"
"Failed to cancel the billing agreement.","Impossible d'annuler l'entente de facturation."
"Failed to create billing agreement for this order.","Impossible de créer une entente de facturation pour cette commande."
"Failed to finish billing agreement wizard.","Impossible de terminer l'assistant d'entente de facturation."
"Failed to send the order email.","Échec de l'envoi de la commande par email"
"Failed to start billing agreement wizard.","Impossible d'exécuter l'assistant de l'entente de facturation."
"Failed to update the payment.","Impossible de mettre à jour le paiement."
"Failed to update the profile.","Impossible de mettre à jour le profil."
"Failed to void the payment.","Échec : Annulation du paiement impossible"
"Fetch","Rapporter"
"First Name","Prénom"
"From","De"
"From Name","De la part de"
"From:","De :"
"G.T. (Base)","Montant total<br/>(Devise de base)"
"G.T. (Purchased)","Montant total<br/>(Devise de la commande)"
"General Information","Informations générales"
"Get Payment Update","Obtenir la mise à jour de paiement"
"Get Update","Obtenir la mise à jour"
"Get shipping methods and rates","Récupérer les modes de livraison et les taux"
"Gift","Cadeau"
"Gift Message","Message du cadeau"
"Gift Message for This Order","Message cadeau pour cette commande"
"Gift Message for the Entire Order","Message cadeau pour toute la commande"
"Gift Message for this Order","Message cadeau pour cette commande"
"Grand Total","Montant global"
"Grand Total to be Charged","Total à facturer"
"Guest","Invité"
"Hold","Bloquer"
"Hold action is not available.","L'action bloquer n'est pas disponible"
"Hold order","Bloquer la commande"
"ID","ID"
"ID #","ID"
"If empty, the default description above will be used.","Si ce champ n'est pas rempli, la description par défaut ci-dessus sera utilisée"
"If empty, the default error above will be used.","Si ce champ n'est pas rempli, l'erreur par défaut ci-dessus sera utilisée"
"If the invoice was created offline, try creating an offline creditmemo.","La facture à été crée hors-ligne, essayez de créer l'avoir hors-ligne"
"Incl. Tax","TTC"
"Information","Informations"
"Initial Fee","Frais initiaux"
"Initial Fees","Frais initiaux"
"Initial period payment","Période de paiement initial"
"Invalid block: %s.","Bloc invalide : %s."
"Invalid carrier specified.","Transporteur spécifié invalide."
"Invalid draw line data. Please define ""lines"" array.","Données de ligne invalides. Veuillez définir un jeu de lignes."
"Invalid entity model","Modèle entité invalide"
"Invalid item option format.","Format d'option d'élément invalide."
"Invalid qty to invoice item ""%s""","Quantité à facturer invalide pour l'article ""%s"""
"Invalid qty to refund item ""%s""","Quantité à rembourser invalide pour l'article ""%s"""
"Invalid qty to ship for item ""%s""","Quantité à livrer invalide pour l'article ""%s"""
"Invalid renderer model","Modèle invalide"
"Invalid request for adding product to quote.","Demande invalide d'ajout de produit au panier."
"Invoice","Facturer"
"Invoice #","Facture n°"
"Invoice # ","Facture n° "
"Invoice #%1$s | %2$s | %4$s (%3$s)","Facture n°%1$s | %2$s | %4$s (%3$s)"
"Invoice #%s","Facture n°%s"
"Invoice Comment Email Sender","Expéditeur du mail de commentaire de facture"
"Invoice Comment Email Template","Gabarit de mail commentaire de facture"
"Invoice Comment Email Template for Guest","Gabarit de mail de commentaire de facture pour un invité"
"Invoice Comments","Commentaires de facture"
"Invoice Date","Date de facturation"
"Invoice Email Sender","Expéditeur du mail de facture"
"Invoice Email Template","Gabarit mail de facture"
"Invoice Email Template for Guest","Gabarit de mail de facture pour un invité"
"Invoice Update","Mise à jour de facture"
"Invoice Update for Guest","Mise à jour de facture pour un invité"
"Invoice and Packing Slip Design","Design de facture et de bordereau de livraison"
"Invoice and Ship","Facturer et expédier"
"Invoice canceling problem.","Problème de l'annulation de la facture."
"Invoice cannot be canceled.","La facture ne peut pas être annulée"
"Invoice cannot be captured.","La facture ne peut pas être capturée"
"Invoice cannot be voided.","La facture ne peut pas être invalidée"
"Invoice capturing problem.","Facture capturant le problème."
"Invoice void problem","Problème lors de l'invalidation de facture"
"Invoice will be created without communication with payment gateway.","La facture sera crée sans retour de la passerelle de paiement."
"Invoiced","Facturé"
"Invoices","Factures"
"Is Closed","Est fermé"
"Item","Article"
"Item Status","Statut"
"Item object is not specified.","L'objet article n'est pas spécifié."
"Item options declaration error.","Erreur de déclaration d'options d'article"
"Item ordered qty","Qté commandée"
"Item qty declaration error.","Erreur de déclaration de la quantité d'articles"
"Items","Articles"
"Items Invoiced","Articles facturés"
"Items Ordered","Articles commandés"
"Items Refunded","Articles remboursés"
"Items Shipped","Articles expédiés"
"Items maximum quantity or price do not allow checkout.","La quantité maximum ou le prix d'articles ne permettent pas le contrôle."
"Items options declaration error.","Erreur de déclaration d'options d'articles."
"Items to Refund","Articles à rembourser"
"Items to Ship","Articles à expédier"
"Key","Clé"
"Last Name","Nom"
"Last Ordered Items","Derniers articles commandés"
"Link to the New Order","Lien vers la nouvelle commande"
"Link to the Previous Order","Lien vers la commande précédente"
"Logo for HTML Print View","Logo pour l'aperçu avant impression HTML"
"Logo for HTML documents only. If empty, default will be used.<br />(jpeg, gif, png)","Logo pour les documents HTML seulement. Sinon, c'est le logo par défaut qui sera utilisé.<br />(jpeg, gif, png)"
"Logo for PDF Print-outs (200x50)","Logo pour les impressions PDF (200x50)"
"Manage","Gérer"
"Maximum shipping amount allowed to refund is: %s","Montant maximum des expéditions permettant le remboursement : %s"
"Message","Message"
"Message:","Message :"
"Minimum Amount","Montant minimum"
"Minimum Order Amount","Montant de commande minimum"
"Mixed","Mixte"
"Move to Shopping Cart","Placer dans le panier"
"Move to Wishlist","Ajouter à la <br/>liste d'envies"
"Multi-address Description Message","Message de description multi-adresse"
"Multi-address Error to Show in Shopping Cart","Erreur multi-adresse à afficher dans le panier"
"My Orders","Mes commandes"
"My Orders - Details","Mes commandes - Détails"
"N/A","N/A"
"Name","Nom"
"New","Nouveau"
"New Billing Agreement","Nouvelle entente de facturation"
"New Credit Memo","Nouvel avoir"
"New Credit Memo for Guest","Nouvel avoir pour un invité"
"New Invoice","Nouvelle facture"
"New Invoice and Shipment for Order #%s","Nouvelles facture et expédition pour la commande n°%s"
"New Invoice for Guest","Nouvelle facture pour un invité"
"New Invoice for Order #%s","Nouvelle facture pour la commande n°%s"
"New Order","Nouvelle commande"
"New Order Confirmation Email Sender","Expéditeur du mail de confirmation de commande"
"New Order Confirmation Template","Gabarit de confirmation de nouvelle commande"
"New Order Confirmation Template for Guest","Gabarit de confirmation de nouvelle commande pour un invité"
"New Order RSS","Flux RSS des nouvelles commandes"
"New Order for Guest","Nouvelle commande pour un invité"
"New Shipment","Nouvelle livraison"
"New Shipment for Guest","Nouvelle expédition pour un invité"
"New Shipment for Order #%s","Nouvelle expédition pour la commande n°%s"
"Newsletter Subscription","Abonnement à la newsletter"
"No","Non"
"No Items","Aucun article"
"No Items To Refund","Aucun article à rembourser"
"No Payment Methods","Aucun mode de paiement"
"No detail for number ""%s""","Aucun détail pour le numéro ""%s"""
"No information available.","Aucune information disponible"
"No items","Aucun article"
"No order(s) were put on hold.","Aucune commande n'a été bloquée."
"No order(s) were released from holding status.","Aucune commande n'a été débloquée."
"No ordered items","Aucun article commandé"
"No shipping information available","Aucune information de livraison disponible"
"No valid transaction found for this payment review.","Aucune transaction valide n'a été trouvée pour cette révision des paiements."
"Nominal Items","Articles nominale"
"Nominal item can be purchased standalone only. To proceed please remove other items from the quote.","Article nominal peut être acheté uniquement. Pour continuer, s'il vous plaît supprimer les autres éléments de la citation."
"Nominal order registered.","Commande nominale enregistrée."
"Not Capture","Pas de capture"
"Not Initialized","Non initialisé"
"Not Notified","Non notifié"
"Not enough valid data to save the parent transaction ID.","Pas assez de données valides pour sauvegarder l'identifiant de transaction mère."
"Notification Not Applicable","Notification non-applicable"
"Notified","Notifié"
"Notify Customer by Email","Avertir le client par email"
"Number","Numéro"
"Number of Invoiced Orders","Nombre de commandes facturées"
"Number of Orders","Nombre de commandes"
"Number of Refunded Orders","Nombre de commandes remboursées"
"Offline Refunded","Remboursement hors ligne"
"On Hold","Bloquée"
"Online Refunded","Remboursé en ligne"
"Order","Commande"
"Order #","Commande n°"
"Order # ","Commande n° "
"Order # %s","Commande n°%s"
"Order # %s %s | %s","Commande n°%s %s | %s"
"Order #%s","Commande n°%s"
"Order #%s - %s","Commande n°%s - <small><em>%s</em></small>"
"Order API","API de commande"
"Order Comment","Commentaire de la commande"
"Order Comment Email Sender","Expéditeur du mail de commentaire de commande"
"Order Comment Email Template","Gabarit de mail de commentaire de commande"
"Order Comment Email Template for Guest","Gabarit de mail de commentaire de commande pour un invité"
"Order Comments","Commentaires de commande"
"Order Credit Memos","Avoirs de la commande"
"Order Currency:","Devise de la commande :"
"Order Date","Date de commande"
"Order Date (%s)","Date de commande (%s)"
"Order Date:","Date de commande :"
"Order Date: ","Date de commande : "
"Order Date: %s","<strong>Date de commande :</strong> %s"
"Order Details","Détails de la commande"
"Order Grand Total","Montant global"
"Order History","Historique"
"Order History Info","Informations d'historique de commande"
"Order ID","ID Commande"
"Order Information","Informations commande"
"Order Invoices","Factures de la commande"
"Order Shipments","Livraisons de la commande"
"Order Status","Statut"
"Order Subtotal","Sous-total de la commande"
"Order Taxes Report Grouped by Tax Rates","Rapport de taxes de commande groupés par taux d'imposition"
"Order Total","Total de la commande"
"Order Totals","Totaux commande"
"Order Update","Mise à jour de commande"
"Order Update for Guest","Mise à jour de commande pour un invité"
"Order View","Vue de commande"
"Order does not allow to be canceled.","La commande ne peut être annulée."
"Order invoice","Facture de la commande"
"Order object is not specified.","L'objet commande n'est pas spécifié."
"Order saving error: %s","Erreur lors de la sauvegarde de la commande : %s"
"Order shipments","Livraisons de la commande"
"Order was placed using %s","La commande a été passée dans la devise : %s"
"Ordered","Commandé"
"Orders","Commandes"
"Original Price","Prix d'origine"
"Original order item that recurring payment profile correspondss to.","Article original d'ordre que le profil périodique de paiement correspond à."
"PDF Credit Memos","Avoirs en PDF"
"PDF Invoices","Factures en PDF"
"PDF Packingslips","Bordereaux de livraison en PDF"
"PDF Print-outs","Impressions PDF"
"PDF object is not specified.","L'objet PDF n'est pas spécifié."
"PDF page object is not specified.","L'objet de page PDF n'est pas spécifié."
"PDF total model should extend Mage_Sales_Model_Order_Pdf_Total_Default","Le modèle total de pdf devrait se prolonger Mage_Sales_Model_Order_Pdf_Total_Default"
"Packingslip #","Bordereau de livraison n°"
"Packingslip # ","Bordereau de livraison n° "
"Paid","Payée"
"Paid Amount","Montant réglé"
"Parent Transaction ID","ID de transaction principale"
"Parent transaction ID must have a transaction ID.","ID de transaction principale doit avoir un ID de transaction."
"Partial","Partiel"
"Payment Failed","Erreur lors du paiement"
"Payment Information","Informations de paiement"
"Payment Method","Mode de paiement"
"Payment Method Name","Nom de méthode de paiement"
"Payment Method:","Mode de paiement :"
"Payment Review","Vérification du paiement"
"Payment disallow storing objects.","Le paiment déduit du stock."
"Payment transactions disallow storing objects.","Les transactions de paiement rejettent de stocker des objets."
"Payment type","Type de paiement"
"Payment update has been made.","La mise à jour de paiement a été effectué."
"Pending","En attente"
"Pending Payment","En attente de paiement"
"Period","Période"
"Place Order Using Billing Agreements","Passez la commande utilisant des ententes de facturation"
"Placed from IP","Adresse IP"
"Please Select Products to Add","Sélectionnez les produits à ajouter"
"Please Select a Customer","Sélectionnez un client"
"Please Select a Store","Sélectionnez un magasin"
"Please define PDF object before using.","Veuillez définir un objet PDF avant de l'utiliser."
"Please enter positive number in this field.","Saisissez un nombre positif"
"Please specify a valid grid column alias name that exists in grid table.","S'il vous plaît spécifier une colonne de la grille en cours de validité alias nom qui existe dans le tableau de la grille."
"Price","Prix"
"Print","Imprimer"
"Print All","Tout imprimer"
"Print All Invoices","Imprimer toutes les factures"
"Print All Refunds","Imprimer tous les avoirs"
"Print All Shipments","Imprimer toutes les livraisons"
"Print Credit Memos","Imprimer les avoirs"
"Print Invoice","Imprimer la facture"
"Print Invoices","Imprimer les factures"
"Print Order","Imprimer la commande"
"Print Order # %s","Imprimer la commande n°%s"
"Print Packingslips","Imprimer les bordereaux de livraison"
"Print Refund","Imprimer l'avoir"
"Print Shipment","Imprimer la livraison"
"Processing","En cours de traitement"
"Product","Produit"
"Product Name","Nom du produit"
"Products","Produits"
"Products Bestsellers Report","Rapport des meilleures ventes"
"Products in Comparison List","Produits dans la liste de comparaison"
"Profile #%s","Profil n°%s"
"Profile Information","Informations sur le profil"
"Profile State","État de profil"
"Profit","Bénéfice"
"Promotion Coupons Usage Report","Rapport d'utilisation des bons de promotion"
"Proper payment object must be set.","Le paiement approprié doit être défini."
"Purchased From","Acheté sur"
"Purchased From (Store)","Acheté sur (Magasin)"
"Purchased Item","Article acheté"
"Purchased On","Date d'achat"
"Qty","Qté"
"Qty Invoiced","Qté facturée"
"Qty Ordered","Qté commandée"
"Qty Shipped","Qté livrée"
"Qty To Add","Qté à ajouter"
"Qty to Add","Qté à ajouter"
"Qty to Invoice","Qté à facturer"
"Qty to Refund","Qté à rembourser"
"Qty to Ship","Qté à expédier"
"Quantity Ordered","Quantité commandée"
"Rate","Taux"
"Recent Orders","Commandes récentes"
"Recently Compared Products","Derniers produits comparés"
"Recently Viewed","Vu récemment"
"Recently Viewed Products","Derniers produits consultés"
"Recurring Profile # %s","Profil récurrent n°%s"
"Recurring Profile Initial Fee","Frais initiaux de profil récurrent"
"Recurring Profiles","Profils récurrents"
"Recurring Profiles (beta)","Profils récurrents (beta)"
"Reference ID","Réference ID"
"Reference ID:","ID de réference :"
"Refresh","Rafraîchir"
"Refund","Rembourser"
"Refund #","Remboursement n°"
"Refund #%s","Remboursement n°%s"
"Refund Amount","Montant du remboursement"
"Refund Offline","Remboursement hors ligne"
"Refund Shipping","Remboursement de livraison"
"Refund Shipping (Excl. Tax)","Remboursement livraison (HT)"
"Refund Shipping (Incl. Tax)","Remboursement livraison (TTC)"
"Refund Totals","Total remboursé"
"Refunded","Remboursé"
"Refunded amount of %s offline.","Montant remboursé hors-ligne : %s"
"Refunded amount of %s online.","Montant remboursé en ligne : %s"
"Refunds","Remboursements"
"Registered a Void notification.","Notifier une annulation"
"Registered notification about approved payment.","Notification enregistré au sujet de paiement approuvé."
"Registered notification about authorized amount of %s.","Notifier lors d'une autorisation d'un montant de %s."
"Registered notification about captured amount of %s.","Notifier lors d'un encaissement d'un montant de %s."
"Registered notification about denied payment.","Notification enregistré sur le paiement refusé."
"Registered notification about refunded amount of %s.","Notifier lors d'un remboursement d'un montant de %s."
"Registered update about approved payment.","Mise à jour enregistrée au sujet de paiement approuvé."
"Registered update about denied payment.","Mise à jour enregistrée au sujet de paiement refusé."
"Regular Payment","Paiement régulier"
"Related Orders","Les commandes connexes"
"Remove","Supprimer"
"Remove Coupon Code","Supprimer le code de bon de réduction"
"Remove tracking number","Supprimer le numéro de suivi"
"Reorder","Renouveler"
"Retrieve invoice info","Récupérer les informations de facturation"
"Retrieve invoice information","Récupérer les informations de facturation"
"Retrieve list of invoices by filters","Récupérer la liste filtrée des factures"
"Retrieve list of orders by filters","Récupérer la liste filtrée des commandes"
"Retrieve list of shipments by filters","Récupérer la liste filtrée des livraisons"
"Retrieve order information","Récupérer les informations de commande"
"Retrieve orders info","Récupérer les informations de commande"
"Retrieve shipment info","Récupérer les informations de livraison"
"Retrieve shipment information","Récupérer les informations de livraison"
"Return to Stock","Remettre en stock"
"Returned","Retourné"
"Revenue","Revenu"
"Row Subtotal","Sous-total de la ligne"
"Row Total","Total ligne"
"SHIP TO:","LIVRÉ À :"
"SKU","Réf."
"SOLD TO:","VENDU À :"
"Sales","Ventes"
"Sales Discount","Remises"
"Sales Emails","Mails des ventes"
"Sales Emails Section","Section emails de vente"
"Sales Invoice Print View","Imprimer les factures"
"Sales Items","Articles vendus"
"Sales Order Print View","Imprimer les commandes"
"Sales Section","Sections ventes"
"Sales Shipment Print View","Imprimer les expéditions"
"Sales Shipping","Expéditions"
"Sales Tax","Taxes"
"Sales Total","Total des ventes"
"Same As Billing Address","Identique à l'adresse de facturation"
"Save and Close Message","Sauvegarder et fermer le message"
"Save in address book","Enregistrer dans le carnet d'adresses"
"Schedule","Programme"
"Select from existing customer addresses:","Sélectionner d'une adresse client existante"
"Send Credit Memo Comment Email Copy To","Envoyer une copie du mail de commentaire d'avoir à"
"Send Credit Memo Email Copy To","Envoyer une copie du mail d'avoir à"
"Send Email","Envoyer un email"
"Send Invoice Comment Email Copy To","Envoyer une copie du mail de commentaire de facture à"
"Send Invoice Email Copy To","Envoyer une copie du mail de facture à"
"Send Order Comment Email Copy To","Envoyer une copie du mail de commentaire de commande à"
"Send Order Email Copy Method","Envoyer une copie du mail de commande en utilisant la méthode"
"Send Order Email Copy To","Envoyer une copie du mail de commande à"
"Send Sales Emails","Envoyer email des ventes"
"Send Shipment Comment Email Copy To","Envoyer une copie du mail de commentaire de livraison"
"Send Shipment Email Copy To","Envoyer une copie du mail de livraison à"
"Send Tracking Information","Envoyer les informations de suivi"
"Set order for existing transactions not allowed","Placez la commande pour des transactions existantes non permise"
"Ship","Expédier"
"Ship To","Livré à"
"Ship to Name","Nom (Livr.)"
"Shipment","Expédition"
"Shipment #","Expédition n°"
"Shipment #%1$s | %3$s (%2$s)","Expédition n°%1$s | %3$s (%2$s)"
"Shipment #%s","Livraison n°%s"
"Shipment Comment Email Sender","Expéditeur du mail de commentaire de livraison"
"Shipment Comment Email Template","Gabarit du mail de commentaire de livraison"
"Shipment Comment Email Template for Guest","Gabarit de mail de commentaire d'expédition pour un invité"
"Shipment Comments","Commentaires de livraison"
"Shipment Email Sender","Expéditeur du mail d'expédition"
"Shipment Email Template","Gabarit de mail de livraison"
"Shipment Email Template for Guest","Gabarit de mail d'expédition pour un invité"
"Shipment Update","Mise à jour de l'expédition"
"Shipment Update for Guest","Mise à jour de l'expédition pour un invité"
"Shipments","Expéditions"
"Shipped","Livré"
"Shipped By","Livré par"
"Shipping","Livraison"
"Shipping & Handling","Frais de port"
"Shipping &amp; Handling","Frais de port"
"Shipping &amp; Handling Information","Informations de livraison"
"Shipping Address","Adresse de livraison"
"Shipping Amount","Montant de la livraison"
"Shipping Information","Informations de livraison"
"Shipping Method","Mode de livraison"
"Shipping Method:","Mode de livraison :"
"Shipping Refund","Remboursement de la livraison"
"Shipping and Tracking Information","Informations de livraison et de suivi"
"Shopping Cart","Panier"
"Signed Up From","Inscrit sur"
"Sku","Réf."
"Some of the products below do not have all the required options. Please remove them and add again with all the required options.","Certains articles ci-dessous n'ont pas toutes les options obligatoires. Enlevez-les puis ajoutez-les de nouveau en renseignant les options obligatoires."
"Sorry, no quotes are available for this order at this time.","Aucun mode de livraison n'est disponible pour votre adresse."
"Source object is not specified.","L'objet source n'est pas spécifié."
"Specified profile does not exist.","Le profil spécifique n'existe pas."
"State/Province","État/Région"
"Status","Statut"
"Status:","Statut :"
"Store Credit","Carte de crédit du magasin"
"Street Address","Adresse"
"Submit Comment","Envoyer un commentaire"
"Submit Credit Memo","Sauvegarder l'avoir"
"Submit Order","Envoyer la commande"
"Submit Shipment","Valider l'expédition"
"Subscribe to Newsletter","S'abonner à la newsletter"
"Subscribe to Order Status","S'abonner au statut de commande"
"Subtotal","Sous-total"
"Subtotal after discount.","Sous-total après remise"
"Subtotal:","Sous-total :"
"Suspected Fraud","Fraude suspectée"
"Suspend","Suspendre"
"Suspended","Suspendu"
"Tax","TVA & autres taxes"
"Tax Amount","Montant TVA"
"Tax Percent","Taux de TVA"
"Telephone","Téléphone"
"The Order State ""%s"" must not be set manually.","L'état de la commande ""%s"" ne peut être modifié manuellement."
"The address total model should be extended from Mage_Sales_Model_Quote_Address_Total_Abstract.","Le modèle de l'adresse total devrait être porté de Mage_Sales_Model_Quote_Address_Total_Abstract."
"The billing agreement ""%s"" has been canceled.","L'entente de facturation ""%s"" a été annulée."
"The billing agreement ""%s"" has been created.","L'entente de facturation ""%s"" a été créée."
"The coupon code has been accepted.","Le code promo a été retenue"
"The message has been sent.","Le message a été envoyé"
"The message was sent.","L'email a été envoyé."
"The order email has been sent.","L'email de commande a été envoyé."
"The order has been cancelled.","La commande a été annulée."
"The order has been created.","La commande a été créé."
"The order has been put on hold.","La commande a été bloquée."
"The order has been released from holding status.","La commande a été débloquée."
"The order has not been cancelled.","La commande n'a pas été annulé."
"The order was not put on hold.","La commande n'a pas été débloquée."
"The order was not unheld.","La commande n'a pas été non tenu."
"The order was placed using %s","La commande a été passée en %s"
"The order(s) cannot be canceled","Commande(s) ne pouvant être annulée"
"The payment has been accepted.","Le paiement a été accepté."
"The payment has been denied.","Le paiement a été refusé."
"The payment has been voided.","Le paiement a été annulé."
"The profile has been updated.","Le profil a été mis à jour."
"The profile has no changes.","Le profil n'a aucun changement."
"The profile state has been updated.","L'état profil a été mis à jour."
"The requested Payment Method is not available.","La méthode demandée de paiement n'est pas disponible."
"The transaction ""%s"" (%s) is already closed.","La transaction ""%s"" (%s) est déjà close."
"The transaction ""%s"" cannot be captured yet.","La transaction ""%s"" ne peuvent être capturés pour le moment."
"There are no billing agreements yet.","Il n'existe aucune entente de facturation pour le moment."
"There are no printable documents related to selected orders.","Il n'y a pas de documents imprimables en relation avec les commandes sélectionnées."
"There is no need to approve this payment.","Il n'est pas nécessaire d'approuver ce paiement."
"There is no need to deny this payment.","Il n'est pas nécessaire de refuser ce paiement."
"There is no update for the payment.","Il n'ya pas de mise à jour pour le paiement."
"This message will be shown in shopping cart when subtotal after discount less than minimum amount.","Ce message sera affiché dans le panier quand le sous-total après remise sera inférieur au montant mini."
"This operation requires an existing transaction object.","Cette opération nécessite l'existance d'une transaction."
"This order contains (%s) items and therefore cannot be edited through the admin interface at this time, if you wish to continue editing the (%s) items will be removed, the order will be canceled and a new order will be placed.","Cette commande contient des articles %s et ne peut donc pas être modifiée via l'interface d'administration. Si vous souhaitez l'éditer, les articles %s seront supprimés, la commande sera annulée et une nouvelle commande sera créée."
"This order no longer exists.","Cette commande n'existe plus."
"This profile state cannot be changed to ""%s"".","Cet état profil ne peut pas être modifié pour ""%s""."
"This will create an offline refund. To create an online refund, open an invoice and create credit memo for it. Do you wish to proceed?","Cela créera une restitution en mode hors connexion. Pour créer une restitution en ligne, ouvrez une facture et de créer une note de crédit pour cela. Voulez-vous continuer ?"
"Tier Pricing","Tarification par palier"
"Title","Titre"
"To","À"
"To Name","Pour (nom)"
"To:","À :"
"Total","Total"
"Total %d product(s)","%d produit(s) au total"
"Total (ex)","Total (HT)"
"Total (inc)","Total (TTC)"
"Total Due","Total dû"
"Total Invoiced","Total de la facture"
"Total Invoiced Paid","Total facture payée"
"Total Invoiced VS Paid Report","Rapport du facturé en fonction du payé"
"Total Invoiced not Paid","Total de la facture n'est pas payée"
"Total Ordered Report","Rapport du total commandé"
"Total Paid","Total payé"
"Total Qty","Qté totale"
"Total Refund","Remboursement total"
"Total Refunded","Total remboursé"
"Total Refunded Report","Rapport des remboursements"
"Total Sales Shipping","Total des ventes d'expédition"
"Total Shipped Report","Rapport des expéditions"
"Total Shipping","Total expédition"
"Total Shipping Charges","Montant total de la livraison"
"Total Tax","TVA"
"Track Order","Suivre la commande"
"Track all shipment(s)","Suivre toutes les livraisons"
"Track all shipments","Suivre toutes les livraisons"
"Track this shipment","Suivre cette livraison"
"Track your order","Suivre votre commande"
"Tracking","Suivi"
"Tracking Number","Numéro de suivi"
"Tracking Number(s):","Numéro(s) de suivi :"
"Transaction ""%s"" was already processed.","La transaction ""%s"" est déjà en cours"
"Transaction ID","ID Transaction"
"Transaction ID must not be empty.","ID Transaction ne doit pas être vide."
"Transaction ID: ""%s"".","Référence de transaction : ""%s""."
"Transaction Type","Type de transaction"
"Transactions","Transactions"
"Trial ","Essai  "
"Trial Payment","Paiement d'essai"
"Trial Period","Période d'essai"
"Trial period payment","Paiement de période d'essai"
"Unhold","Débloquer"
"Unhold action is not available.","L'action débloquer n'est pas disponible."
"Unhold order","Débloquer la commande"
"Unknown State","État inconnu"
"Unknown Status","Statut inconnu"
"Unsupported transaction type ""%s"".","Type de transaction non pris en charge ""%s""."
"Update Changes","Mettre à jour les modifications"
"Update Items and Qty\'s","Mettre à jour les articles et quantités"
"Update Qty's","Mettre à jour les qtés"
"Updated At","Mise à jour à"
"Updated:","Modifié :"
"Use Aggregated Data (beta)","Utiliser les données cumulatives (beta)"
"Validate Each Address Separately in Multi-address Checkout","Valider séparément les adresses lors de commandes multi-adresses"
"Value","Valeur"
"View","Voir"
"View All","Tout voir"
"View Order","Visualiser"
"Visible on Frontend","Visible sur le site coté client"
"Void","Invalider"
"Void invoice","Invalider la facture"
"Voided authorization.","Autorisation refusée"
"Website","Site web"
"Whether buyer can define the date when billing for the profile begins.","Si l'acheteur peut définir la date en facturant pour le profil a venir."
"Wishlist","Liste d'envies"
"Wrong billing agreement ID specified.","L'ID d'entente de facturation spécifié est incorrect."
"Wrong state: ""%s"".","État incorrect : ""%s""."
"Yes","Oui"
"You have placed no orders.","Vous n'avez jamais commandé."
"You will be redirected to the payment system website.","Vous allez être redirigé vers le site Web du système de paiement."
"Your credit card will be charged for","Votre carte de crédit sera débitée de"
"ZIP/Post Code","ZIP/Code postal"
"Zip/Postal Code","Code postal"
"the credit memo email is not sent","l'email n'a pas été envoyé"
"the credit memo email was sent","l'email a été envoyé"
"the invoice email is not sent","l'email n'a pas été envoyé"
"the invoice email was sent","l'email a été envoyé"
